Date	Result	WhiteElo	BlackElo	Opening	Moves
2018.01.31	1-0	1653	1537	French Defense: Knight Variation	1. e4 e6 2. Nf3 b6 3. d3 Bb7 4. b3 Qf6
2018.01.31	1-0	1313	1400	Modern Defense: Mongredien Defense	1. Nc3 g6 2. e4 Bg7 3. d4 b6 4. e5 Bb7
2018.01.31	0-1	1941	1933	Pirc Defense #4	1. e4 d6 2. d3 e5 3. f3 Nf6 4. Be2 g6
2018.01.31	0-1	1717	1708	Ruy Lopez: Steinitz Defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. d4 exd4
2018.01.31	1-0	1886	1935	Italian Game: Deutz Gambit	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. O-O Bc5
2018.01.31	1-0	1767	1527	Pirc Defense #5	1. e4 d6 2. d4 g6 3. f4 Bg7 4. Nf3 Nf6
2018.01.31	0-1	1870	1850	French Defense: Exchange Variation, Monte Carlo Variation	1. e4 d5 2. exd5 e6 3. d4 exd5 4. c4 Be6
2018.01.31	1-0	1576	1586	Sicilian Defense: Open #3	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nxd4
2018.01.31	0-1	1461	1436	Hungarian Opening	1. g3 Nc6 2. Bg2 d5 3. Nf3 f6 4. d3 e5
2018.01.31	0-1	2107	2164	Dutch Defense	1. d4 f5 2. Nf3 d5 3. g3 Nf6 4. Bg2 e6
2018.01.31	1-0	1993	1814	Sicilian Defense: Alapin Variation	1. e4 c5 2. c3 Nc6 3. d4 cxd4 4. cxd4 e6
2018.01.31	0-1	1808	1656	English Defense #2	1. d4 b6 2. Bg5 Bb7 3. Nf3 f6 4. Bh4 g5
2018.01.31	0-1	1867	1911	Rat Defense: Harmonist	1. e4 d6 2. f4 Nf6 3. Nf3 Nxe4 4. d3 Nf6
2018.01.31	1-0	2088	2082	Van't Kruijs Opening	1. e3 c5 2. d4 cxd4 3. exd4 d5 4. Nf3 Nc6
2018.01.31	1-0	1362	1270	Queen's Gambit Declined	1. d4 e6 2. c4 d5 3. Bf4 dxc4 4. e3 Nc6
2018.01.31	1-0	1220	1054	Sicilian Defense: Closed Variation	1. e4 c5 2. Nc3 a6 3. d4 e6 4. dxc5 Bxc5
2018.01.31	1-0	1533	1480	Modern Defense	1. d4 g6 2. c4 Bg7 3. Nc3 e6 4. e4 Ne7
