Date	Result	WhiteElo	BlackElo	Opening	Moves
2018.04.30	0-1	1860	1865	King's Gambit Accepted, Fischer Defense	1. e4 e5 2. f4 exf4 3. Nf3 d6 4. Bc4 h6
2018.04.30	1-0	1935	1889	Caro-Kann Defense: Advance Variation, Short Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6
2018.04.30	1-0	1562	1549	French Defense: Knight Variation	1. e4 e6 2. Nf3 d5 3. exd5 Qxd5 4. Nc3 Qd8
2018.04.30	1-0	1765	1764	Caro-Kann Defense: Tartakower Variation	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nxe4 Nf6
2018.04.30	1-0	1869	1870	King's Pawn	1. e4
2018.04.30	0-1	1712	1701	Pirc Defense #4	1. e4 d6 2. Nf3 g6 3. d4 Bg7 4. Bc4 h6
2018.04.30	1-0	1728	1775	King's Pawn Opening: 2.b3	1. e4 e5 2. b3 Nc6 3. Bb2 Nf6 4. Nc3 Bb4
2018.04.30	0-1	1230	1277	Queen's Pawn	1. d4 h6 2. Bf4 a6 3. e3 e6 4. Nf3 Bb4+
2018.04.30	0-1	1791	1843	French Defense: Advance Variation #2	1. e4 e6 2. d4 c5 3. c3 d5 4. e5 Ne7
2018.04.30	0-1	1582	1578	Ponziani Opening: Jaenisch Counterattack	1. e4 e5 2. Nf3 Nc6 3. c3 Nf6 4. d4 exd4
2018.04.30	1-0	1774	1771	Valencia Opening	1. d3 e5 2. Nd2 d6 3. h3 Nc6 4. g3 Nf6
2018.04.30	0-1	1502	1483	French Defense #2	1. e4 e6 2. Qh5 d5 3. Bb5+ c6 4. Bd3 Nf6
2018.04.30	0-1	1313	1364	Horwitz Defense	1. d4 e6 2. e3 d5 3. Nc3 Nc6 4. Bd2 e5
2018.04.30	1-0	1698	1663	Sicilian Defense: Open	1. e4 c5 2. Nf3 Nc6 3. d4 a6 4. d5 Nb4
2018.04.30	0-1	1637	1662	King's Indian Defense: Normal Variation	1. d4 Nf6 2. c4 g6 3. Nc3 Bg7 4. e4 O-O
