Date	Result	WhiteElo	BlackElo	Opening	Moves
2017.01.31	0-1	1627	1827	Scandinavian Defense	1. e4 d5 2. f3 d4 3. d3 e5 4. h4 Nc6
2017.01.31	1/2-1/2	1337	1662	Van't Kruijs Opening	1. e3 d6 2. d4 g6 3. Qf3 f5 4. Qd1 e6
2017.01.31	1-0	1402	1524	Alekhine Defense: Maroczy Variation	1. e4 Nf6 2. d3 Nc6 3. Nc3 e5 4. Bg5 h6
2017.01.31	1-0	1753	1744	Russian Game: Three Knights Game	1. e4 e5 2. Nf3 Nf6 3. Nc3 c6 4. Bc4 d5
2017.01.31	1-0	1651	1627	English Defense #2	1. d4 b6 2. c4 Bb7 3. Nc3 g6 4. e4 Bg7
2017.01.31	1-0	1801	1816	Old Benoni Defense #2	1. d4 c5 2. d5 e6 3. c4 exd5 4. cxd5 d6
2017.01.31	1-0	1729	1712	Ruy Lopez: Steinitz Defense	1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. Bxc6+ bxc6
2017.01.31	1-0	1946	1968	Sicilian Defense: Old Sicilian	1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. O-O d5
2017.01.31	0-1	1982	1941	Grob Opening	1. g4 c6 2. Bg2 e6 3. d4 d5 4. Bf4 Bd6
2017.01.31	0-1	1831	1879	King's Gambit, Falkbeer Countergambit, Staunton Line	1. e4 e5 2. f4 d5 3. exd5 e4 4. Nc3 Nf6
2017.01.31	1-0	2454	2409	Neo-Gruenfeld Defense: Goglidze Attack	1. d4 Nf6 2. c4 g6 3. f3 d5 4. cxd5 Nxd5
2017.01.31	1-0	1931	1904	Queen's Pawn Game: Mason Attack	1. d4 d5 2. Bf4 Nc6 3. Nf3 Nf6 4. Nbd2 Bg4
2017.01.31	0-1	1563	1652	Four Knights Game: Italian Variation	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Nc3 Be7
2017.01.31	1/2-1/2	1299	1317	Petrov's Defense	1. e4 e5 2. Nf3 Nf6 3. c4 Qe7 4. d3 d6
2017.01.31	1-0	1749	1772	Sicilian Defense: Closed Variation	1. e4 c5 2. Nc3 g6 3. g3 Bg7 4. d3 Nf6
2017.01.31	0-1	1558	1635	King's Gambit Accepted, Cunningham Defense	1. e4 e5 2. f4 exf4 3. Nf3 Be7 4. h4 d5
2017.01.31	1-0	1415	1404	Nimzo-Larsen Attack	1. b3 e6 2. Ba3 h6 3. Nc3 d6 4. d4 a6
2017.01.31	0-1	1617	1617	Indian Game	1. d4 Nf6 2. e3 g6 3. b3 Bg7 4. Bb2 O-O
2017.01.31	1-0	1811	1834	Pirc Defense	1. e4 d6 2. d4 Nf6 3. Bd3 e5 4. Nf3 Be7
2017.01.31	0-1	1607	1589	Queen's Gambit Refused: Marshall Defense	1. d4 Nf6 2. c4 d5 3. Nc3 Bf5 4. Nf3 e6
2017.01.31	0-1	1923	1939	Caro-Kann Defense: Exchange Variation	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Nf3 Nf6
2017.01.31	1-0	1776	1776	Latvian Gambit	1. e4 e5 2. Nf3 f5 3. Nxe5 Nf6 4. exf5 d5
2017.01.31	1-0	1992	2088	Italian Game: Two Knights Defense, Polerio Defense, Bogoljubov Variation	1. e4 e5 2. Nf3 Nc6 3. Bc4 Nf6 4. Ng5 d5
2017.01.31	0-1	1114	1389	Philidor Defense #2	1. e4 e5 2. Nf3 d6 3. Qe2 Nf6 4. Nc3 c6
2017.01.31	0-1	1680	1690	English Opening: Symmetrical Variation	1. c4 c5 2. g3 Nc6 3. Bg2 e5 4. Nc3 d6
2017.01.31	1-0	1801	1808	French Defense: Advance Variation, Euwe Variation	1. e4 e6 2. Nf3 d5 3. e5 c5 4. c3 Nc6
2017.01.31	0-1	1785	1780	Italian Game	1. e4 e5 2. Nf3 Nc6 3. Bc4 d6 4. d4 exd4
2017.01.31	1-0	1717	1854	Sicilian Defense: Old Sicilian	1. e4 c5 2. Nf3 Nc6 3. Bc4 e6 4. d4 cxd4
2017.01.31	1/2-1/2	1770	1749	Queen's Gambit Declined: Queen's Knight Variation	1. d4 d5 2. c4 e6 3. Nc3 Bb4 4. e3 Nf6
2017.01.31	1-0	1659	1654	Queen's Gambit Declined: Exchange Variation	1. d4 Nf6 2. c4 e6 3. Nc3 d5 4. cxd5 Nxd5
2017.01.31	1-0	1950	1967	Saragossa Opening	1. c3
2017.01.31	0-1	1856	1854	St. George Defense: Polish Variation	1. e4 a6 2. Nf3 b5 3. d4 Bb7 4. Bd3 e6
2017.01.31	0-1	1717	1710	Danish Gambit	1. e4 e5 2. d4 exd4 3. c3 d6 4. cxd4 Be7
2017.01.31	0-1	1978	2035	Grob Opening	1. g4 g6 2. Bg2 Bg7 3. c4 d6 4. Qb3 c6
2017.01.31	0-1	2032	2029	Old Benoni Defense	1. d4 c5 2. Bg5 cxd4 3. Nf3 a6 4. Nxd4 Qa5+
2017.01.31	1-0	1551	1522	Englund Gambit Complex: Hartlaub-Charlick Gambit	1. d4 e5 2. dxe5 d6 3. f4 Nc6 4. exd6 Bxd6
2017.01.31	1-0	1861	1902	Englund Gambit Complex: Englund Gambit	1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Bf4 Qb4+
2017.01.31	1-0	1785	1795	Bird Opening	1. f4 g6 2. Nf3 d5 3. e3 Bg7 4. Nc3 e6
2017.01.31	0-1	1742	1757	Ruy Lopez: Exchange Variation	1. e4 e5 2. Nf3 Nc6 3. Bb5 a6 4. Bxc6 dxc6
2017.01.31	1-0	1505	1433	Scotch Game: Schmidt Variation	1. e4 e5 2. Nf3 Nc6 3. d4 exd4 4. Nxd4 Nf6
2017.01.31	0-1	2001	2003	French Defense: Two Knights Variation	1. e4 e6 2. Nf3 d5 3. Nc3 Nf6 4. exd5 Nxd5
2017.01.31	0-1	2479	2258	Dutch Defense	1. d4 f5 2. Nf3 Nf6 3. g3 g6 4. Bg2 Bg7
2017.01.31	1-0	1989	1963	Queen's Pawn	1. d4 c6 2. Bf4 d5 3. e3 Qb6 4. Qc1 Bf5
2017.01.31	0-1	1889	1905	Bird Opening	1. f4 Nf6 2. Nf3 d6 3. e3 e5 4. d4 exf4
